Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,Intel,Core i7-4810MQ,352,67.1,20076,https://cpu.userbenchmark.com/SpeedTest/7168/IntelR-CoreTM-i7-4810MQ-CPU---280GHz
CPU,BX80677G4620,Intel,Pentium G4620,353,67,2598,https://cpu.userbenchmark.com/Intel-Pentium-G4620/Rating/3895
CPU,YD2400C5FBBOX,AMD,Ryzen 5 2400G,354,67,98836,https://cpu.userbenchmark.com/SpeedTest/433194/AMD-Ryzen-5-2400G-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-2310,355,67,12661,https://cpu.userbenchmark.com/SpeedTest/2055/IntelR-CoreTM-i5-2310-CPU---290GHz
CPU,YD130XBBAEBOX,AMD,Ryzen 3 1300X,356,67,30642,https://cpu.userbenchmark.com/AMD-Ryzen-3-1300X/Rating/3930
CPU,,Intel,Core i7-4720HQ,357,66.9,69002,https://cpu.userbenchmark.com/SpeedTest/20045/IntelR-CoreTM-i7-4720HQ-CPU---260GHz
CPU,,Intel,Core i7-3820QM,358,66.9,2351,https://cpu.userbenchmark.com/SpeedTest/4339/IntelR-CoreTM-i7-3820QM-CPU---270GHz
CPU,,Intel,Core i5-4570R,359,66.7,808,https://cpu.userbenchmark.com/SpeedTest/6445/IntelR-CoreTM-i5-4570R-CPU---270GHz
CPU,,Intel,Core i7-4710MQ,360,66.7,19754,https://cpu.userbenchmark.com/SpeedTest/9397/IntelR-CoreTM-i7-4710MQ-CPU---250GHz
CPU,BX80677I37100,Intel,Core i3-7100,361,66.6,61431,https://cpu.userbenchmark.com/Intel-Core-i3-7100/Rating/3891
CPU,BX80677I37300T,Intel,Core i3-7300T,362,66.6,59,https://cpu.userbenchmark.com/SpeedTest/230231/IntelR-CoreTM-i3-7300T-CPU---350GHz
CPU,,Intel,Xeon X3450,363,66.6,2554,https://cpu.userbenchmark.com/SpeedTest/10439/IntelR-XeonR-CPU-----------X3450----267GHz
CPU,,Intel,Xeon X3440,364,66.5,5007,https://cpu.userbenchmark.com/SpeedTest/6655/IntelR-XeonR-CPU-----------X3440----253GHz
CPU,BX80677I57400T,Intel,Core i5-7400T,365,66.5,2740,https://cpu.userbenchmark.com/SpeedTest/244917/IntelR-CoreTM-i5-7400T-CPU---240GHz
CPU,,Intel,Core i7-4800MQ,366,66.4,16524,https://cpu.userbenchmark.com/SpeedTest/3437/IntelR-CoreTM-i7-4800MQ-CPU---270GHz
CPU,AW8063801106200,Intel,Core i7-3630QM,367,66.4,52941,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626
CPU,,Intel,Xeon W3550,368,66.4,5723,https://cpu.userbenchmark.com/SpeedTest/3628/IntelR-XeonR-CPU-----------W3550----307GHz
CPU,FD9370FHHKWOF,AMD,FX-9370,369,66.4,6645,https://cpu.userbenchmark.com/AMD-FX-9370/Rating/2005
CPU,,Intel,Core i7-1065G7,370,66.4,29140,https://cpu.userbenchmark.com/SpeedTest/888368/IntelR-CoreTM-i7-1065G7-CPU---130GHz
CPU,,Intel,Core i7 940,371,66.4,1980,https://cpu.userbenchmark.com/SpeedTest/606/IntelR-CoreTM-i7-CPU---------940----293GHz
CPU,,Intel,Core i7-3740QM,372,66.4,10295,https://cpu.userbenchmark.com/SpeedTest/2919/IntelR-CoreTM-i7-3740QM-CPU---270GHz
CPU,,Intel,Core i7-4700HQ,373,66.4,35906,https://cpu.userbenchmark.com/Intel-Core-i7-4700HQ/Rating/2728
CPU,,Intel,Core i7-4710HQ,374,66.2,61229,https://cpu.userbenchmark.com/SpeedTest/11499/IntelR-CoreTM-i7-4710HQ-CPU---250GHz
CPU,FD8370FRHKBOX,AMD,FX-8370,375,66.1,28931,https://cpu.userbenchmark.com/AMD-FX-8370/Rating/2983
CPU,,Intel,Core i7-4722HQ,376,66.1,183,https://cpu.userbenchmark.com/SpeedTest/32895/IntelR-CoreTM-i7-4722HQ-CPU---240GHz
CPU,,Intel,Core i5-1035G1,377,66,21526,https://cpu.userbenchmark.com/SpeedTest/895407/IntelR-CoreTM-i5-1035G1-CPU---100GHz
CPU,,Intel,Core i7-10510U,378,66,26064,https://cpu.userbenchmark.com/SpeedTest/891469/IntelR-CoreTM-i7-10510U-CPU---180GHz
CPU,BX80646I34350,Intel,Core i3-4350,379,66,411,https://cpu.userbenchmark.com/Intel-Core-i3-4350/Rating/2433
CPU,,Intel,Core i5 760,380,66,23987,https://cpu.userbenchmark.com/SpeedTest/717/IntelR-CoreTM-i5-CPU---------760----280GHz
CPU,FD8350FRHKBOX,AMD,FX-8350,381,66,258122,https://cpu.userbenchmark.com/AMD-FX-8350/Rating/1489
CPU,BX80605I5750,Intel,Core i5-750,382,65.9,42873,https://cpu.userbenchmark.com/Intel-Core-i5-750/Rating/2773
CPU,,Intel,Core i7-6700HQ,383,65.9,267237,https://cpu.userbenchmark.com/SpeedTest/34954/IntelR-CoreTM-i7-6700HQ-CPU---260GHz
CPU,,Intel,Core i5-2300,384,65.9,14567,https://cpu.userbenchmark.com/SpeedTest/291/IntelR-CoreTM-i5-2300-CPU---280GHz
CPU,,Intel,Core i7 860,385,65.9,40069,https://cpu.userbenchmark.com/SpeedTest/841/IntelR-CoreTM-i7-CPU---------860----280GHz
CPU,BX80646I34360,Intel,Core i3-4360,386,65.9,1479,https://cpu.userbenchmark.com/Intel-Core-i3-4360/Rating/2819
CPU,,Intel,Core i5-2500S,387,65.7,2250,https://cpu.userbenchmark.com/SpeedTest/1699/IntelR-CoreTM-i5-2500S-CPU---270GHz
CPU,,Intel,Core i7-3720QM,388,65.5,8467,https://cpu.userbenchmark.com/SpeedTest/1619/IntelR-CoreTM-i7-3720QM-CPU---260GHz
CPU,FH8068403419422,Intel,Core i3-8109U,389,65.5,1256,https://cpu.userbenchmark.com/SpeedTest/609620/IntelR-CoreTM-i3-8109U-CPU---300GHz
CPU,CW8064701470702,Intel,Core i7-4700MQ,390,65.5,38235,https://cpu.userbenchmark.com/Intel-Core-i7-4700MQ/Rating/2727
CPU,,Intel,Core i7-4850HQ,391,65.4,697,https://cpu.userbenchmark.com/SpeedTest/7877/IntelR-CoreTM-i7-4850HQ-CPU---230GHz
CPU,FJ8068404064405,Intel,Core i7-8565U,392,65.3,55056,https://cpu.userbenchmark.com/SpeedTest/591977/IntelR-CoreTM-i7-8565U-CPU---180GHz
CPU,,Intel,Xeon E5-2670 v2,393,65.3,238,https://cpu.userbenchmark.com/SpeedTest/18414/IntelR-XeonR-CPU-E5-2670-v2---250GHz
CPU,,Intel,Core i5-10210U,394,65.3,25384,https://cpu.userbenchmark.com/SpeedTest/819403/IntelR-CoreTM-i5-10210U-CPU---160GHz
CPU,,Intel,Core i5-3330S,395,65.2,3270,https://cpu.userbenchmark.com/SpeedTest/4366/IntelR-CoreTM-i5-3330S-CPU---270GHz
CPU,,Intel,Core i7 930,396,65.2,22087,https://cpu.userbenchmark.com/SpeedTest/79/IntelR-CoreTM-i7-CPU---------930----280GHz
CPU,BX80684G5400,Intel,Pentium Gold G5400,397,65.1,9923,https://cpu.userbenchmark.com/SpeedTest/484278/IntelR-PentiumR-Gold-G5400-CPU---370GHz
CPU,,Intel,Xeon W3530,398,65,4265,https://cpu.userbenchmark.com/SpeedTest/3000/IntelR-XeonR-CPU-----------W3530----280GHz
CPU,AW8063801013511,Intel,Core i7-3610QM,399,64.9,30026,https://cpu.userbenchmark.com/Intel-Core-i7-3610QM/Rating/2730
CPU,BX80646I34340,Intel,Core i3-4340,400,64.8,739,https://cpu.userbenchmark.com/Intel-Core-i3-4340/Rating/2877
CPU,BX80662I36300T,Intel,Core i3-6300T,401,64.7,111,https://cpu.userbenchmark.com/SpeedTest/75733/IntelR-CoreTM-i3-6300T-CPU---330GHz
CPU,,AMD,Ryzen 5 2600H,402,64.7,154,https://cpu.userbenchmark.com/SpeedTest/617618/AMD-Ryzen-5-2600H-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-6300HQ,403,64.6,47467,https://cpu.userbenchmark.com/SpeedTest/38166/IntelR-CoreTM-i5-6300HQ-CPU---230GHz
CPU,,Intel,Core i5-2405S,404,64.5,153,https://cpu.userbenchmark.com/SpeedTest/10048/IntelR-CoreTM-i5-2405S-CPU---250GHz
CPU,,Intel,Core i7-4770HQ,405,64.4,1291,https://cpu.userbenchmark.com/SpeedTest/18784/IntelR-CoreTM-i7-4770HQ-CPU---220GHz
CPU,,Intel,Core i7-2960XM,406,64.3,711,https://cpu.userbenchmark.com/SpeedTest/2390/IntelR-CoreTM-i7-2960XM-CPU---270GHz
CPU,BX80601920,Intel,Core i7-920,407,64.3,61589,https://cpu.userbenchmark.com/Intel-Core-i7-920/Rating/1981
CPU,,Intel,Core i5-8365U,408,64.2,3711,https://cpu.userbenchmark.com/SpeedTest/774761/IntelR-CoreTM-i5-8365U-CPU---160GHz
CPU,,AMD,Ryzen 9 4900U,409,64.1,1,https://cpu.userbenchmark.com/SpeedTest/1097507/AMD-Ryzen-9-4900U-with-Radeon-Graphics
CPU,,Intel,Core i7-4702MQ,410,64.1,17457,https://cpu.userbenchmark.com/SpeedTest/2674/IntelR-CoreTM-i7-4702MQ-CPU---220GHz
CPU,BX80662I36100,Intel,Core i3-6100,411,64.1,89773,https://cpu.userbenchmark.com/Intel-Core-i3-6100/Rating/3511
CPU,,Intel,Core i5-8350U,412,64.1,11938,https://cpu.userbenchmark.com/SpeedTest/388461/IntelR-CoreTM-i5-8350U-CPU---170GHz
CPU,YD1400BBAEBOX,AMD,Ryzen 5 1400,413,64,48354,https://cpu.userbenchmark.com/AMD-Ryzen-5-1400/Rating/3922
CPU,,Intel,Core i7-8665U,414,63.9,5429,https://cpu.userbenchmark.com/SpeedTest/740553/IntelR-CoreTM-i7-8665U-CPU---190GHz
CPU,,Intel,Core i7-7567U,415,63.9,1640,https://cpu.userbenchmark.com/SpeedTest/219709/IntelR-CoreTM-i7-7567U-CPU---350GHz
CPU,FJ8068404064604,Intel,Core i5-8265U,416,63.8,61172,https://cpu.userbenchmark.com/SpeedTest/566107/IntelR-CoreTM-i5-8265U-CPU---160GHz
CPU,CM8068403360212,Intel,Pentium G5400T,417,63.8,111,https://cpu.userbenchmark.com/SpeedTest/528812/IntelR-PentiumR-Gold-G5400T-CPU---310GHz
CPU,,AMD,Ryzen 7 2800H,418,63.8,47,https://cpu.userbenchmark.com/SpeedTest/667422/AMD-Ryzen-7-2800H-with-Radeon-Vega-Graphics
CPU,,Intel,Core i7-4750HQ,419,63.6,4272,https://cpu.userbenchmark.com/SpeedTest/3709/IntelR-CoreTM-i7-4750HQ-CPU---200GHz
CPU,,Intel,Core i7-8550U,420,63.6,143642,https://cpu.userbenchmark.com/SpeedTest/320742/IntelR-CoreTM-i7-8550U-CPU---180GHz
CPU,BX80646I34330,Intel,Core i3-4330,421,63.5,5233,https://cpu.userbenchmark.com/Intel-Core-i3-4330/Rating/2876
CPU,BX80677G4600,Intel,Pentium G4600,422,63.5,12558,https://cpu.userbenchmark.com/Intel-Pentium-G4600/Rating/3894
CPU,,Intel,Core i5-2400S,423,63.4,8187,https://cpu.userbenchmark.com/SpeedTest/304/IntelR-CoreTM-i5-2400S-CPU---250GHz
CPU,BX80646I34170,Intel,Core i3-4170,424,63.3,36552,https://cpu.userbenchmark.com/SpeedTest/28214/IntelR-CoreTM-i3-4170-CPU---370GHz
CPU,,Intel,Core i5-8250U,425,63.3,193602,https://cpu.userbenchmark.com/SpeedTest/338266/IntelR-CoreTM-i5-8250U-CPU---160GHz
CPU,,Intel,Xeon W3520,426,63.2,5439,https://cpu.userbenchmark.com/SpeedTest/3585/IntelR-XeonR-CPU-----------W3520----267GHz
CPU,,AMD,Phenom II X4 980,427,63.1,980,https://cpu.userbenchmark.com/SpeedTest/5445/AMD-Phenomtm-II-X4-980-Processor
CPU,,Intel,Core i3-6098P,428,63,4775,https://cpu.userbenchmark.com/SpeedTest/80177/IntelR-CoreTM-i3-6098P-CPU---360GHz
CPU,,AMD,FX-6350 Six-Core,429,63,25085,https://cpu.userbenchmark.com/SpeedTest/713/AMD-FXtm-6350-Six-Core-Processor
CPU,,Intel,Core i7-3615QM,430,63,2197,https://cpu.userbenchmark.com/SpeedTest/806/IntelR-CoreTM-i7-3615QM-CPU---230GHz
CPU,FD8320FRHKBOX,AMD,FX-8320,431,63,92499,https://cpu.userbenchmark.com/AMD-FX-8320/Rating/1983
CPU,,Intel,Core i5-7260U,432,62.9,2053,https://cpu.userbenchmark.com/SpeedTest/269906/IntelR-CoreTM-i5-7260U-CPU---220GHz
CPU,,Intel,Core i7-2920XM,433,62.9,759,https://cpu.userbenchmark.com/SpeedTest/459/IntelR-CoreTM-i7-2920XM-CPU---250GHz
CPU,HDE00ZFBGRBOX,AMD,Phenom II X6 1100T,434,62.8,9798,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1100T/Rating/2004
CPU,,Intel,Xeon E5540,435,62.8,386,https://cpu.userbenchmark.com/SpeedTest/13822/IntelR-XeonR-CPU-----------E5540----253GHz
CPU,BX80677G4560,Intel,Pentium G4560,436,62.7,58184,https://cpu.userbenchmark.com/Intel-Pentium-G4560/Rating/3892
CPU,,AMD,FX-8310,437,62.7,1521,https://cpu.userbenchmark.com/SpeedTest/18534/AMD-FXtm-8310-Eight-Core-Processor
CPU,BX80646I34160,Intel,Core i3-4160,438,62.6,41231,https://cpu.userbenchmark.com/Intel-Core-i3-4160/Rating/2816
CPU,,Intel,Core i7-2860QM,439,62.6,3239,https://cpu.userbenchmark.com/SpeedTest/103/IntelR-CoreTM-i7-2860QM-CPU---250GHz
CPU,,Intel,Core i7-4702HQ,440,62.6,2797,https://cpu.userbenchmark.com/SpeedTest/297/IntelR-CoreTM-i7-4702HQ-CPU---220GHz
CPU,YD1200BBAEBOX,AMD,Ryzen 3 1200,441,62.6,54260,https://cpu.userbenchmark.com/AMD-Ryzen-3-1200/Rating/3931
CPU,,Intel,Core i7-3632QM,442,62.5,21408,https://cpu.userbenchmark.com/SpeedTest/36/IntelR-CoreTM-i7-3632QM-CPU---220GHz
CPU,FD837EWMHKBOX,AMD,FX-8370E,443,62.4,4669,https://cpu.userbenchmark.com/AMD-FX-8370E/Rating/2984
CPU,,Intel,Core i5-1035G7,444,62.4,2559,https://cpu.userbenchmark.com/SpeedTest/920409/IntelR-CoreTM-i5-1035G7-CPU---120GHz
CPU,,Intel,Core i5-1035G4,445,62.4,6781,https://cpu.userbenchmark.com/SpeedTest/921077/IntelR-CoreTM-i5-1035G4-CPU---110GHz
CPU,BX80677I37100T,Intel,Core i3-7100T,446,62.4,1837,https://cpu.userbenchmark.com/SpeedTest/230301/IntelR-CoreTM-i3-7100T-CPU---340GHz
CPU,,AMD,Phenom II X6 1090T,447,62.4,21469,https://cpu.userbenchmark.com/SpeedTest/417/AMD-Phenomtm-II-X6-1090T-Processor
CPU,,AMD,Phenom II X4 B65,448,62.3,188,https://cpu.userbenchmark.com/SpeedTest/6054/AMD-Phenomtm-II-X4-B65-Processor
CPU,,AMD,FX-8300,449,62.3,39799,https://cpu.userbenchmark.com/SpeedTest/7163/AMD-FXtm-8300-Eight-Core-Processor
CPU,,Intel,Core i7-3635QM,450,62.3,2378,https://cpu.userbenchmark.com/SpeedTest/2465/IntelR-CoreTM-i7-3635QM-CPU---240GHz
CPU,FD8150FRGUBOX,AMD,FX-8150,451,62.3,15623,https://cpu.userbenchmark.com/AMD-FX-8150/Rating/2006
CPU,,Intel,Xeon X3430,452,62.2,3033,https://cpu.userbenchmark.com/SpeedTest/5225/IntelR-XeonR-CPU-----------X3430----240GHz
CPU,,AMD,Phenom II X4 975,453,61.9,956,https://cpu.userbenchmark.com/SpeedTest/3020/AMD-Phenomtm-II-X4-975-Processor
CPU,,Intel,Core i7-8650U,454,61.9,29566,https://cpu.userbenchmark.com/SpeedTest/353957/IntelR-CoreTM-i7-8650U-CPU---190GHz
CPU,,Intel,Core i7-3612QM,455,61.8,8979,https://cpu.userbenchmark.com/SpeedTest/329/IntelR-CoreTM-i7-3612QM-CPU---210GHz
CPU,BX80646I34150,Intel,Core i3-4150,456,61.7,28711,https://cpu.userbenchmark.com/Intel-Core-i3-4150/Rating/2309
CPU,,Intel,Xeon E5-2620 v2,457,61.6,1457,https://cpu.userbenchmark.com/SpeedTest/4718/IntelR-XeonR-CPU-E5-2620-v2---210GHz
CPU,,Intel,Core i7-4712HQ,458,61.5,4461,https://cpu.userbenchmark.com/SpeedTest/10973/IntelR-CoreTM-i7-4712HQ-CPU---230GHz
CPU,,AMD,Athlon II X4 555,459,61.3,113,https://cpu.userbenchmark.com/SpeedTest/12528/AMD-Athlontm-II-X4-555-Processor
CPU,,Intel,Xeon E5-1603 0,460,61.3,2391,https://cpu.userbenchmark.com/SpeedTest/9880/IntelR-XeonR-CPU-E5-1603-0---280GHz
CPU,FD832EWMHKBOX,AMD,FX-8320E,461,61.3,27752,https://cpu.userbenchmark.com/AMD-FX-8320E/Rating/2985
CPU,,AMD,Phenom II X6 1075T,462,61.2,3928,https://cpu.userbenchmark.com/SpeedTest/913/AMD-Phenomtm-II-X6-1075T-Processor
CPU,,Intel,Core2 Extreme X9770,463,61.1,383,https://cpu.userbenchmark.com/SpeedTest/10543/IntelR-CoreTM2-Extreme-CPU-X9770----320GHz
CPU,BX80646I34130,Intel,Core i3-4130,464,61.1,36529,https://cpu.userbenchmark.com/Intel-Core-i3-4130/Rating/1621
CPU,,AMD,Phenom II X4 970,465,61,2054,https://cpu.userbenchmark.com/SpeedTest/2231/AMD-Phenomtm-II-X4-970-Processor
CPU,CM8068403377713,Intel,Pentium G5500T,466,60.9,42,https://cpu.userbenchmark.com/SpeedTest/519437/IntelR-PentiumR-Gold-G5500T-CPU---320GHz
CPU,,Intel,Xeon E5530,467,60.9,515,https://cpu.userbenchmark.com/SpeedTest/4018/IntelR-XeonR-CPU-----------E5530----240GHz
CPU,,AMD,FX-6200 Six-Core,468,60.9,4276,https://cpu.userbenchmark.com/SpeedTest/2658/AMD-FXtm-6200-Six-Core-Processor
CPU,,Intel,Core i3-3250,469,60.8,3117,https://cpu.userbenchmark.com/SpeedTest/4950/IntelR-CoreTM-i3-3250-CPU---350GHz
CPU,,Intel,Core i3-2125,470,60.8,535,https://cpu.userbenchmark.com/SpeedTest/3545/IntelR-CoreTM-i3-2125-CPU---330GHz
CPU,BX80637I33225,Intel,Core i3-3225,471,60.7,2495,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488
CPU,FD6300WMHKBOX,AMD,FX-6300,472,60.6,212453,https://cpu.userbenchmark.com/AMD-FX-6300/Rating/1555
CPU,,Intel,Core i7-2820QM,473,60.4,4365,https://cpu.userbenchmark.com/SpeedTest/3145/IntelR-CoreTM-i7-2820QM-CPU---230GHz
CPU,,Intel,Core i7-5557U,474,60.4,1323,https://cpu.userbenchmark.com/SpeedTest/27386/IntelR-CoreTM-i7-5557U-CPU---310GHz
CPU,CM8067703016117,Intel,Pentium G4560T,475,60.3,330,https://cpu.userbenchmark.com/SpeedTest/467086/IntelR-PentiumR-CPU-G4560T---290GHz
CPU,,Intel,Xeon E5620,476,60.2,2462,https://cpu.userbenchmark.com/SpeedTest/6971/IntelR-XeonR-CPU-----------E5620----240GHz
CPU,,Intel,Core i7-2760QM,477,60.2,8728,https://cpu.userbenchmark.com/SpeedTest/949/IntelR-CoreTM-i7-2760QM-CPU---240GHz
CPU,,Intel,Core i5-4570T,478,60.1,4922,https://cpu.userbenchmark.com/SpeedTest/6853/IntelR-CoreTM-i5-4570T-CPU---290GHz
CPU,,AMD,Ryzen 7 3750H,479,60.1,25322,https://cpu.userbenchmark.com/SpeedTest/786211/AMD-Ryzen-7-3750H-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core i7-4610M,480,60,3350,https://cpu.userbenchmark.com/SpeedTest/11649/IntelR-CoreTM-i7-4610M-CPU---300GHz
CPU,BX80662I36100T,Intel,Core i3-6100T,481,60,4032,https://cpu.userbenchmark.com/SpeedTest/40317/IntelR-CoreTM-i3-6100T-CPU---320GHz
CPU,,Intel,Core i7 X 940,482,60,468,https://cpu.userbenchmark.com/SpeedTest/2801/IntelR-CoreTM-i7-CPU-------X-940----213GHz
CPU,BX80662G4520,Intel,Pentium G4520,483,60,305,https://cpu.userbenchmark.com/Intel-Pentium-G4520/Rating/3537
CPU,,Intel,Core i3-1005G1,484,60,8134,https://cpu.userbenchmark.com/SpeedTest/906918/IntelR-CoreTM-i3-1005G1-CPU---120GHz
CPU,,Intel,Xeon E5-2630 0,485,60,1384,https://cpu.userbenchmark.com/SpeedTest/6512/IntelR-XeonR-CPU-E5-2630-0---230GHz
CPU,FD4350FRHKBOX,AMD,FX-4350,486,60,9239,https://cpu.userbenchmark.com/AMD-FX-4350/Rating/2880
CPU,,Intel,Core i3-7167U,487,59.9,33,https://cpu.userbenchmark.com/SpeedTest/357115/IntelR-CoreTM-i3-7167U-CPU---280GHz
CPU,,AMD,Phenom II X4 B60,488,59.9,1266,https://cpu.userbenchmark.com/SpeedTest/8154/AMD-Phenomtm-II-X4-B60-Processor
CPU,,Intel,Core i7-7500U,489,59.8,112183,https://cpu.userbenchmark.com/SpeedTest/171274/IntelR-CoreTM-i7-7500U-CPU---270GHz
CPU,,Intel,Core i7-2670QM,490,59.7,40649,https://cpu.userbenchmark.com/Intel-Core-i7-2670QM/Rating/1982
CPU,,Intel,Xeon E5-2620 0,491,59.6,2372,https://cpu.userbenchmark.com/SpeedTest/5895/IntelR-XeonR-CPU-E5-2620-0---200GHz
CPU,,AMD,FX-8120,492,59.6,22270,https://cpu.userbenchmark.com/SpeedTest/173/AMD-FXtm-8120-Eight-Core-Processor
CPU,YD240GC6FBBOX,AMD,Athlon 240GE,493,59.5,368,https://cpu.userbenchmark.com/SpeedTest/705151/AMD-Athlon-240GE-with-Radeon-Vega-Graphics
CPU,,Intel,Core i3-3240,494,59.5,26092,https://cpu.userbenchmark.com/SpeedTest/2133/IntelR-CoreTM-i3-3240-CPU---340GHz
CPU,HDZ965FBGMBOX,AMD,Phenom II X4 965,495,59.4,39998,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-965/Rating/606
CPU,,Intel,Core i7-2720QM,496,59.4,7240,https://cpu.userbenchmark.com/SpeedTest/532/IntelR-CoreTM-i7-2720QM-CPU---220GHz
CPU,,Intel,Pentium G3470,497,59.3,120,https://cpu.userbenchmark.com/SpeedTest/28614/IntelR-PentiumR-CPU-G3470---360GHz
CPU,,Intel,Core i5-4200H,498,59.2,9156,https://cpu.userbenchmark.com/SpeedTest/8854/IntelR-CoreTM-i5-4200H-CPU---280GHz
CPU,,Intel,Xeon E5520,499,59.2,1187,https://cpu.userbenchmark.com/SpeedTest/5884/IntelR-XeonR-CPU-----------E5520----227GHz
CPU,,AMD,FX-4170 Quad-Core,500,59.2,4086,https://cpu.userbenchmark.com/SpeedTest/114/AMD-FXtm-4170-Quad-Core-Processor
CPU,HDT55TFBGRBOX,AMD,Phenom II X6 1055T,501,59,17810,https://cpu.userbenchmark.com/AMD-Phenom-II-X6-1055T/Rating/2003
CPU,,Intel,Core i3-3210,502,58.9,5108,https://cpu.userbenchmark.com/SpeedTest/3090/IntelR-CoreTM-i3-3210-CPU---320GHz
CPU,,Intel,Core i3-10110U,503,58.9,2881,https://cpu.userbenchmark.com/SpeedTest/915083/IntelR-CoreTM-i3-10110U-CPU---210GHz
CPU,,Intel,Core i3-2105,504,58.9,907,https://cpu.userbenchmark.com/SpeedTest/2747/IntelR-CoreTM-i3-2105-CPU---310GHz
CPU,,Intel,Core i3-2130,505,58.9,5956,https://cpu.userbenchmark.com/SpeedTest/424/IntelR-CoreTM-i3-2130-CPU---340GHz
CPU,,Intel,Xeon L5520,506,58.8,150,https://cpu.userbenchmark.com/SpeedTest/6285/IntelR-XeonR-CPU-----------L5520----227GHz
CPU,,Intel,Core i3-3220,507,58.7,53425,https://cpu.userbenchmark.com/SpeedTest/272/IntelR-CoreTM-i3-3220-CPU---330GHz
CPU,YD3000C6FHBOX,AMD,Athlon 3000G,508,58.7,4325,https://cpu.userbenchmark.com/SpeedTest/968952/AMD-Athlon-3000G-with-Radeon-Vega-Graphics
CPU,,Intel,Core i5-3470T,509,58.7,2557,https://cpu.userbenchmark.com/SpeedTest/2220/IntelR-CoreTM-i5-3470T-CPU---290GHz
CPU,,AMD,A10-6790K APU (2013 D.Ri),510,58.6,1838,https://cpu.userbenchmark.com/SpeedTest/13499/AMD-A10-6790K-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Ryzen 5 3550H,511,58.6,36583,https://cpu.userbenchmark.com/SpeedTest/718601/AMD-Ryzen-5-3550H-with-Radeon-Vega-Mobile-Gfx
CPU,,Intel,Core i7-5550U,512,58.5,94,https://cpu.userbenchmark.com/SpeedTest/203876/IntelR-CoreTM-i7-5550U-CPU---200GHz
CPU,,Intel,Core i3-8145U,513,58.4,8348,https://cpu.userbenchmark.com/SpeedTest/616038/IntelR-CoreTM-i3-8145U-CPU---210GHz
CPU,,Intel,Core i7-4600M,514,58.4,5214,https://cpu.userbenchmark.com/SpeedTest/4429/IntelR-CoreTM-i7-4600M-CPU---290GHz
CPU,,Intel,Pentium G3460,515,58.4,1014,https://cpu.userbenchmark.com/Intel-Pentium-G3460/Rating/2818
CPU,,AMD,Phenom II X4 960T,516,58.4,3655,https://cpu.userbenchmark.com/SpeedTest/1813/AMD-Phenomtm-II-X4-960T-Processor
CPU,,Intel,Core i3-2120,517,58.4,52139,https://cpu.userbenchmark.com/SpeedTest/2227/IntelR-CoreTM-i3-2120-CPU---330GHz
CPU,YD220GC6FBBOX,AMD,Athlon 220GE,518,58.3,402,https://cpu.userbenchmark.com/SpeedTest/700311/AMD-Athlon-220GE-with-Radeon-Vega-Graphics
CPU,HDZ955FBGMBOX,AMD,Phenom II X4 955,519,58.2,38555,https://cpu.userbenchmark.com/AMD-Phenom-II-X4-955/Rating/2935
CPU,FF8062700837005,Intel,Core i7-2630QM,520,58,33050,https://cpu.userbenchmark.com/Intel-Core-i7-2630QM/Rating/2729
CPU,,Intel,Core i5-7200U,521,58,170543,https://cpu.userbenchmark.com/SpeedTest/153577/IntelR-CoreTM-i5-7200U-CPU---250GHz
CPU,,Intel,Core i7-7600U,522,58,8815,https://cpu.userbenchmark.com/SpeedTest/220838/IntelR-CoreTM-i7-7600U-CPU---280GHz
CPU,,Intel,Xeon X5470,523,57.9,1523,https://cpu.userbenchmark.com/SpeedTest/14102/IntelR-XeonR-CPU-----------X5470----333GHz
CPU,,AMD,FX-6120 Six-Core,524,57.9,1484,https://cpu.userbenchmark.com/SpeedTest/7026/AMD-FXtm-6120-Six-Core-Processor
CPU,,AMD,Phenom II X4 20,525,57.8,614,https://cpu.userbenchmark.com/SpeedTest/4534/AMD-Phenomtm-II-X4-20-Processor
CPU,,Intel,Core i7-2675QM,526,57.7,896,https://cpu.userbenchmark.com/SpeedTest/597/IntelR-CoreTM-i7-2675QM-CPU---220GHz
CPU,BX80662G4500,Intel,Pentium G4500,527,57.7,2807,https://cpu.userbenchmark.com/Intel-Pentium-G4500/Rating/3538
CPU,,Intel,Core X 920,528,57.7,67,https://cpu.userbenchmark.com/SpeedTest/7179/IntelR-CoreTM-CPU----------X-920----200GHz
CPU,BX80646G3440,Intel,Pentium G3440,529,57.7,455,https://cpu.userbenchmark.com/Intel-Pentium-G3440/Rating/2435
CPU,,AMD,Phenom II X4 B55,530,57.6,3502,https://cpu.userbenchmark.com/SpeedTest/878/AMD-Phenomtm-II-X4-B55-Processor
CPU,FD4300WMHKBOX,AMD,FX-4300,531,57.6,45453,https://cpu.userbenchmark.com/AMD-FX-4300/Rating/2879
